ID,Maths,Science
2140,100,82
2141,97,77
2142,96,58
2143,62,50
2144,74,85
2145,41,97
2146,73,74
2147,96,51
2148,83,57
2149,61,98
2150,96,70
2151,46,44
2152,90,40
2153,70,94
2154,85,68
2155,41,81
2156,85,46
2157,43,49
2158,67,75
2159,49,50
2160,76,63
2161,43,76
2162,89,62
2163,43,70
2164,51,86
2165,90,47
2166,90,72
2167,47,53
2168,94,92
2169,52,48
2170,61,85
2171,41,55
2172,100,90
2173,92,91
2174,70,43
2175,76,74
2176,52,44
2177,51,49
2178,57,59
2179,51,48
2180,64,50
2181,71,85
2182,51,87
2183,80,86
2184,94,84
2185,53,80
2186,70,97
2187,65,50
2188,51,77
2189,69,92
2190,71,42
2191,53,87
2192,91,72
2193,50,69
2194,51,69
2195,63,88
2196,92,53
2197,55,49
2198,80,65
2199,53,77
2200,50,97
2201,96,63
2202,85,61
2203,54,41
2204,70,62
2205,67,60
2206,78,45
2207,79,91
2208,41,56
2209,55,65
2210,85,61
2211,57,92
2212,73,80
2213,90,78
2214,93,78
2215,81,78
2216,51,83
2217,95,83
2218,82,41
2219,44,100
2220,40,51
2221,83,99
2222,51,91
2223,70,52
2224,42,98
2225,97,96
2226,54,96
2227,58,67
2228,51,61
2229,51,82
2230,82,62
2231,48,90
2232,65,44
2233,46,81
2234,99,56
2235,67,51
2236,54,46
2237,93,47
2238,60,51
2239,100,44
2240,76,43
2241,74,70
2242,45,94
2243,45,61
2244,81,44
2245,98,100
2246,74,90
2247,52,89
2248,50,53
2249,59,92
2250,57,59
2251,54,67
2252,53,90
2253,88,76
2254,95,82
2255,51,65
2256,80,82
2257,55,82
2258,42,49
2259,68,53
2260,64,49
2261,63,80
2262,86,46
2263,80,79
2264,70,54
2265,78,91
2266,71,93
2267,48,77
2268,57,74
2269,78,87
2270,51,87
2271,93,43
2272,43,95
2273,48,98
2274,89,78
2275,89,84
2276,60,96
2277,91,86
2278,74,97
2279,42,65
2280,74,52
2281,61,41
2282,44,73
2283,41,66
2284,43,65
2285,99,68
2286,77,80
2287,96,42
2288,87,77
2289,50,100
2290,94,96
2291,47,72
2292,83,69
2293,67,88
2294,60,77
2295,41,87
2296,59,78
2297,70,62
2298,91,60
2299,74,45
2300,97,56
2301,68,63
2302,73,50
2303,46,84
2304,69,46
2305,50,57
2306,76,93
2307,46,52
2308,89,66
2309,52,65
2310,92,88
2311,82,96
2312,82,89
2313,76,50
2314,66,51
2315,58,56
2316,79,65
2317,88,54
2318,50,88
2319,54,96
2320,100,64
2321,89,96
2322,85,83
2323,44,76
2324,99,77
2325,76,84
2326,44,58
2327,89,67
2328,100,97
2329,79,57
2330,81,41
2331,90,48
2332,84,90
2333,82,86
2334,77,84
2335,67,78
2336,68,67
2337,57,45
2338,84,59
2339,99,96
2340,86,57
2341,58,93
2342,81,61
2343,60,93
2344,89,45
2345,63,91
2346,89,53
2347,85,47
2348,46,47
2349,44,89
2350,43,95
2351,85,51
2352,70,87
2353,57,94
2354,55,69
2355,92,77
2356,100,71
2357,62,47
2358,67,49
2359,93,89
2360,80,65
2361,81,66
2362,81,43
2363,59,96
2364,68,87
2365,86,68
2366,53,81
2367,87,77
2368,64,84
2369,70,57
2370,80,41
2371,78,72
2372,56,63
2373,59,51
2374,100,67
2375,94,40
2376,45,64
2377,81,44
2378,67,54
2379,58,40
2380,79,89
2381,43,45
2382,86,93
2383,94,73
2384,48,71
2385,63,50
2386,81,43
2387,46,80
2388,48,73
2389,53,80
2390,91,67
2391,63,90
2392,67,71
2393,100,86
2394,88,69
2395,73,91
2396,92,55
2397,84,51
2398,68,90
2399,97,76
2400,51,84
2401,44,98
2402,83,96
2403,89,51
2404,97,52
2405,72,41
2406,63,99
2407,46,71
2408,90,49
2409,86,62
2410,89,74
2411,84,54
2412,58,99
2413,83,56
2414,73,99
2415,69,54
2416,80,86
2417,54,60
2418,66,56
2419,63,64
2420,84,73
2421,49,75
2422,40,59
2423,59,85
2424,54,56
2425,93,75
2426,63,51
2427,76,90
2428,42,64
2429,87,70
2430,57,43
2431,69,75
2432,62,52
2433,67,40
2434,70,78
2435,75,93
2436,66,94
2437,88,78
2438,42,87
2439,44,48
2440,92,49
2441,46,72
2442,95,47
2443,88,80
2444,81,98
2445,56,44
2446,73,46
2447,85,64
2448,55,93
2449,53,91
2450,42,56
2451,63,77
2452,40,96
2453,40,64
2454,100,69
2455,71,58
2456,44,67
2457,98,51
2458,73,75
2459,53,56
2460,49,82
2461,81,40
2462,55,52
2463,63,61
2464,100,96
2465,82,72
2466,55,78
2467,67,78
2468,58,55
2469,55,82
2470,95,85
2471,75,100
2472,100,100
2473,69,77
2474,44,75
2475,71,90
2476,56,46
2477,65,42
2478,81,66
2479,44,67
2480,41,65
2481,87,44
2482,50,87
2483,83,67
2484,60,74
2485,80,65
2486,78,76
2487,86,69
2488,75,78
2489,46,40
2490,73,44
2491,56,69
2492,62,100
2493,67,80
2494,48,57
2495,94,80
2496,89,96
2497,60,76
2498,63,93
2499,97,84
2500,49,52
2501,51,90
2502,71,92
2503,41,87
2504,88,43
2505,80,59
2506,73,44
2507,72,85
2508,64,42
2509,82,70
2510,93,85
2511,53,90
2512,52,70
2513,92,76
2514,80,56
2515,58,74
2516,42,69
2517,71,58
2518,97,48
2519,46,90
2520,74,61
2521,79,68
2522,66,81
2523,52,55
2524,63,60
2525,49,99
2526,52,75
2527,60,100
2528,86,68
2529,99,83
2530,59,94
2531,96,66
2532,66,78
2533,68,40
2534,61,93
2535,91,66
2536,90,90
2537,73,42
2538,57,57
2539,50,40
2540,69,68
2541,91,42
2542,60,100
2543,66,50
2544,94,67
2545,67,98
2546,79,55
2547,91,98
2548,49,64
2549,80,59
2550,78,68
2551,53,80
2552,42,95
2553,43,67
2554,78,93
2555,68,63
2556,64,41
2557,49,99
2558,63,73
2559,89,90
2560,41,50
2561,50,92
2562,46,72
2563,92,88
2564,99,80
2565,96,78
2566,79,78
2567,57,64
2568,88,98
2569,46,87
2570,47,83
2571,77,82
2572,70,86
2573,60,91
2574,47,96
2575,97,80
2576,80,64
2577,79,86
2578,71,97
2579,62,61
2580,92,61
2581,63,81
2582,43,60
2583,91,59
2584,54,42
2585,99,44
2586,75,66
2587,42,62
2588,81,55
2589,60,61
2590,82,91
2591,92,98
2592,80,49
2593,73,92
2594,76,81
2595,45,87
2596,46,84
2597,42,96
2598,55,74
2599,76,50
2600,43,84
2601,89,89
2602,86,79
2603,86,56
2604,82,78
2605,51,42
2606,54,94
2607,40,69
2608,73,73
2609,94,64
2610,84,81
2611,84,86
2612,74,84
2613,47,84
2614,45,61
2615,97,53
2616,41,88
2617,71,96
2618,77,50
2619,98,61
2620,78,41
2621,58,44
2622,42,70
2623,81,92
2624,72,82
2625,89,47
2626,56,87
2627,72,80
2628,88,46
2629,84,94
2630,63,96
2631,86,71
2632,89,92
2633,86,94
2634,80,85
2635,96,77
2636,87,55
2637,99,91
2638,100,57
2639,70,64
2640,82,85
2641,100,53
2642,68,96
2643,86,43
2644,52,61
2645,77,44
2646,71,76
2647,99,43
2648,82,40
2649,56,43
2650,100,51
2651,51,99
2652,46,48
2653,66,47
2654,90,94
2655,78,89
2656,43,82
2657,44,100
2658,86,78
2659,57,92
2660,62,81
2661,45,72
2662,78,41
2663,96,49
2664,96,92
2665,66,53
2666,84,85
2667,87,99
2668,94,86
2669,97,43
2670,82,40
2671,77,100
2672,85,57
2673,96,47
2674,45,72
2675,99,56
2676,89,96
2677,62,84
2678,100,75
2679,45,46
2680,69,57
2681,57,56
2682,87,72
2683,65,81
2684,91,62
2685,93,80
2686,67,53
2687,99,94
2688,60,83
2689,52,61
2690,74,63
2691,41,49
2692,43,54
2693,41,52
2694,63,88
2695,65,71
2696,64,90
2697,60,40
2698,78,94
2699,48,68
2700,88,47
2701,90,72
2702,96,84
2703,75,58
2704,56,86
2705,76,73
2706,48,46
2707,89,92
2708,78,67
2709,58,91
2710,59,95
2711,52,79
2712,80,65
2713,52,68
2714,56,95
2715,60,73
2716,91,97
2717,43,93
2718,87,83
2719,87,52
2720,67,92
2721,61,93
2722,100,92
2723,59,91
2724,42,53
2725,100,80
2726,96,95
2727,52,77
2728,56,78
2729,76,99
2730,64,79
2731,53,71
2732,69,41
2733,58,79
2734,65,69
2735,51,94
2736,56,66
2737,83,43
2738,43,69
2739,58,59
2740,73,54
2741,88,55
2742,79,79
2743,96,90
2744,41,42
2745,50,83
2746,55,100
2747,90,87
2748,77,41
2749,67,89
2750,79,77
2751,92,88
2752,67,46
2753,89,47
2754,65,58
2755,70,58
2756,83,52
2757,80,50
2758,56,57
2759,87,72
2760,81,100
2761,51,49
2762,75,70
2763,40,52
2764,65,56
2765,61,41
2766,53,96
2767,49,58
2768,95,88
2769,55,96
2770,88,49
2771,97,85
2772,98,40
2773,74,89
2774,47,96
2775,62,68
2776,60,51
2777,67,68
2778,84,87
2779,65,86
2780,84,69
2781,79,63
2782,63,42
2783,52,79
2784,94,48
2785,46,60
2786,45,76
2787,63,68
2788,77,69
2789,57,75
2790,98,82
2791,49,59
2792,83,68
2793,100,78
2794,74,50
2795,72,67
2796,100,49
2797,56,57
2798,41,90
2799,85,69
2800,74,89
2801,80,91
2802,48,68
2803,67,100
2804,70,50
2805,77,86
2806,61,69
2807,52,50
2808,65,90
2809,94,99
2810,65,96
2811,95,85
2812,45,73
2813,63,86
2814,61,46
2815,90,92
2816,91,72
2817,71,73
2818,59,42
2819,40,58
2820,58,52
2821,91,78
2822,78,66
2823,79,82
2824,67,89
2825,96,58
2826,71,40
2827,52,65
2828,75,66
2829,46,48
2830,72,64
2831,68,86
2832,53,65
2833,68,55
2834,44,57
2835,93,62
2836,80,49
2837,98,67
2838,76,85
2839,76,66
2840,69,90
2841,98,65
2842,84,71
2843,71,54
2844,93,83
2845,62,43
2846,61,100
2847,40,56
2848,58,44
2849,90,78
2850,76,95
2851,80,58
2852,62,55
2853,89,79
2854,94,44
2855,77,87
2856,81,63
2857,63,89
2858,94,80
2859,55,99
2860,49,49
2861,78,100
2862,40,96
2863,82,48
2864,82,63
2865,89,95
2866,100,98
2867,72,75
2868,69,42
2869,56,80
2870,44,78
2871,51,55
2872,57,71
2873,53,64
2874,97,48
2875,71,75
2876,91,71
2877,77,50
2878,58,77
2879,44,58
2880,91,71
2881,78,64
2882,97,58
2883,100,61
2884,92,60
2885,41,89
2886,41,99
2887,58,60
2888,99,86
2889,90,67
2890,99,75
2891,73,80
2892,80,95
2893,51,40
2894,85,57
2895,61,65
2896,67,86
2897,64,61
2898,78,77
2899,48,98
2900,46,86
2901,83,90
2902,72,53
2903,62,48
2904,57,49
2905,46,100
2906,96,45
2907,43,66
2908,47,65
2909,88,61
2910,49,99
2911,66,50
2912,68,48
2913,66,72
2914,90,54
2915,73,70
2916,60,52
2917,79,60
2918,87,86
2919,54,90
2920,58,100
2921,52,52
2922,72,64
2923,91,97
2924,61,54
2925,55,53
2926,49,80
2927,98,74
2928,82,79
2929,51,50
2930,91,56
2931,93,59
2932,76,53
2933,92,69
2934,41,99
2935,99,79
2936,44,60
2937,78,64
2938,62,100
2939,78,49
2940,83,77
2941,95,45
2942,80,98
2943,65,65
2944,91,42
2945,64,46
2946,96,81
2947,90,55
2948,95,69
2949,71,82
2950,77,45
2951,97,61
2952,93,44
2953,98,72
2954,70,61
2955,91,80
2956,56,85
2957,66,82
2958,42,94
2959,56,63
2960,68,47
2961,94,98
2962,73,84
2963,73,82
2964,40,44
2965,56,42
2966,89,80
2967,43,86
2968,89,61
2969,57,70
2970,51,49
2971,61,88
2972,58,73
2973,51,57
2974,57,100
2975,56,87
2976,44,63
2977,44,95
2978,47,73
2979,94,92
2980,60,75
2981,56,76
2982,77,86
2983,48,75
2984,67,70
2985,88,46
2986,45,75
2987,61,70
2988,94,64
2989,81,80
2990,75,47
2991,74,74
2992,69,42
2993,52,84
2994,65,92
2995,41,91
2996,48,70
2997,51,100
2998,62,74
2999,64,58
3000,73,45
3001,82,86
3002,68,77
3003,68,79
3004,92,99
3005,59,93
3006,80,88
3007,97,53
3008,84,75
3009,94,94
3010,67,50
3011,45,48
3012,51,93
3013,96,54
3014,71,89
3015,84,60
3016,92,76
3017,53,96
3018,64,75
3019,93,50
3020,85,90
3021,68,70
3022,66,98
3023,61,53
3024,76,93
3025,67,99
3026,79,77
3027,51,82
3028,97,76
3029,62,74
3030,77,88
3031,98,60
3032,96,74
3033,85,48
3034,71,53
3035,89,98
3036,72,49
3037,67,54
3038,98,99
3039,100,42
3040,83,82
3041,58,84
3042,43,99
3043,64,89
3044,67,59
3045,66,56
3046,97,77
3047,48,68
3048,98,92
3049,96,68
3050,78,59
3051,52,64
3052,80,59
3053,91,82
3054,65,80
3055,62,83
3056,50,87
3057,98,65
3058,90,97
3059,59,42
3060,59,99
3061,47,66
3062,65,53
3063,47,97
3064,81,76
3065,80,96
3066,51,79
3067,72,100
3068,45,52
3069,63,95
3070,62,60
3071,69,79
3072,81,46
3073,45,82
3074,78,81
3075,50,70
3076,59,65
3077,68,96
3078,100,61
3079,92,74
3080,49,86
3081,73,74
3082,79,100
3083,91,65
3084,93,62
3085,53,46
3086,48,99
3087,53,72
3088,49,74
3089,75,59
3090,78,70
3091,65,52
3092,54,67
3093,42,89
3094,76,80
3095,42,71
3096,84,66
3097,60,73
3098,90,94
3099,91,64
3100,84,91
3101,71,54
3102,77,80
3103,55,98
3104,82,86
3105,95,47
3106,64,81
3107,72,56
3108,86,99
3109,68,59
3110,81,43
3111,60,75
3112,65,61
3113,47,90
3114,86,86
3115,43,98
3116,53,60
3117,58,66
3118,98,45
3119,80,56
3120,71,97
3121,55,69
3122,44,84
3123,65,52
3124,67,57
3125,53,69
3126,67,52
3127,87,71
3128,91,40
3129,52,98
3130,65,55
3131,62,40
3132,57,67
3133,71,72
3134,96,48
3135,48,88
3136,65,66
3137,45,61
3138,81,79
3139,91,85
3140,84,76
3141,58,82
3142,52,62
3143,63,44
3144,80,69
3145,65,71
3146,44,54
3147,79,95
3148,73,96
3149,81,88
3150,53,40
3151,98,91
3152,83,68
3153,73,88
3154,70,80
3155,49,43
3156,88,46
3157,55,79
3158,98,45
3159,95,56
3160,78,43
3161,69,82
3162,51,45
3163,95,56
3164,47,45
3165,59,54
3166,54,40
3167,88,73
3168,88,51
3169,64,94
3170,75,80
3171,79,68
3172,46,66
3173,40,70
3174,92,98
3175,75,68
3176,81,51
3177,58,97
3178,94,73
3179,97,80
3180,73,61
3181,94,60
3182,51,58
3183,42,56
3184,55,90
3185,68,41
3186,74,47
3187,84,88
3188,60,44
3189,47,99
3190,89,100
3191,46,41
3192,98,92
3193,93,99
3194,47,42
3195,74,100
3196,75,72
3197,45,77
3198,99,85
3199,79,71
3200,74,47
3201,68,50
3202,55,94
3203,91,68
3204,58,60
3205,49,99
3206,48,98
3207,95,70
3208,56,100
3209,57,100
3210,85,42
3211,84,94
3212,84,89
3213,81,97
3214,62,68
3215,87,53
3216,96,64
3217,59,89
3218,49,81
3219,61,59
3220,63,76
3221,47,77
3222,90,75
3223,82,52
3224,74,88
3225,41,44
3226,96,63
3227,89,96
3228,65,71
3229,80,70
3230,66,67
3231,57,98
3232,44,50
3233,74,60
3234,51,100
3235,43,63
3236,68,46
3237,56,63
3238,100,86
3239,100,50
3240,93,59
3241,55,83
3242,97,56
3243,72,81
3244,70,52
3245,95,56
3246,93,96
3247,81,90
3248,45,49
3249,47,71
3250,74,56
3251,41,81
3252,88,78
3253,48,80
3254,41,100
3255,92,44
3256,80,98
3257,94,60
3258,45,46
3259,85,49
3260,56,63
3261,88,40
3262,46,92
3263,55,99
3264,50,94
3265,53,58
3266,76,44
3267,54,84
3268,84,51
3269,100,55
3270,77,55
3271,97,61
3272,50,58
3273,86,99
3274,52,70
3275,68,67
3276,63,45
3277,69,61
3278,68,95
3279,93,46
3280,47,82
3281,88,41
3282,46,52
3283,98,88
3284,81,62
3285,88,87
3286,81,69
3287,49,90
3288,62,64
3289,93,79
3290,71,75
3291,68,55
3292,56,79
3293,93,97
3294,41,78
3295,99,46
3296,79,67
3297,99,60
3298,84,85
3299,54,95
3300,90,43
3301,82,72
3302,57,94
3303,65,80
3304,43,76
3305,60,75
3306,68,58
3307,53,59
3308,51,75
3309,100,45
3310,73,82
3311,64,54
3312,83,88
3313,43,69
3314,74,64
3315,71,69
3316,53,79
3317,81,45
3318,70,81
3319,100,66
3320,64,40
3321,59,72
3322,88,75
3323,47,77
3324,72,51
3325,60,88
3326,91,78
3327,51,56
3328,90,73
3329,72,45
3330,63,61
3331,65,44
3332,65,66
3333,82,99
3334,68,79
3335,51,79
3336,60,54
3337,73,53
3338,84,49
3339,47,65
3340,82,72
3341,96,42
3342,86,95
3343,62,65
3344,77,88
3345,51,53
3346,94,87
3347,62,42
3348,57,56
3349,94,84
3350,50,79
3351,69,86
3352,99,84
3353,83,49
3354,46,47
3355,45,86
3356,49,65
3357,64,41
3358,64,94
3359,74,58
3360,98,65
3361,84,99
3362,40,84
3363,90,91
3364,59,81
3365,53,76
3366,73,78
3367,53,73
3368,89,74
3369,57,63
3370,49,91
3371,52,69
3372,60,72
3373,66,85
3374,90,70
3375,79,80
3376,67,78
3377,85,84
3378,59,76
3379,58,76
3380,67,75
3381,99,49
3382,54,69
3383,52,85
3384,73,65
3385,90,80
3386,95,83
3387,42,41
3388,59,69
3389,92,81
3390,53,56
3391,56,64
3392,69,63
3393,56,60
3394,62,89
3395,75,53
3396,100,48
3397,96,80
3398,97,95
3399,49,77
3400,53,64
3401,67,84
3402,81,51
3403,92,65
3404,49,45
3405,64,96
3406,91,78
3407,51,98
3408,100,58
3409,43,70
3410,77,97
3411,42,77
3412,99,50
3413,84,49
3414,72,85
3415,82,49
3416,64,43
3417,59,76
3418,82,81
3419,87,47
3420,61,54
3421,58,83
3422,90,67
3423,43,78
3424,90,55
3425,69,100
3426,90,97
3427,50,50
3428,60,51
3429,83,79
3430,71,68
3431,88,58
3432,64,97
3433,85,47
3434,45,93
3435,89,62
3436,98,75
3437,57,80
3438,66,61
3439,72,63
3440,48,51
3441,57,52
3442,84,86
3443,52,70
3444,42,97
3445,83,59
3446,99,59
3447,41,77
3448,57,78
3449,61,50
3450,70,77
3451,87,95
3452,86,99
3453,87,83
3454,89,40
3455,62,61
3456,44,69
3457,100,62
3458,61,71
3459,80,43
3460,93,47
3461,88,72
3462,92,95
3463,69,62
3464,56,84
3465,48,47
3466,94,68
3467,79,52
3468,50,82
3469,67,43
3470,75,53
3471,69,82
3472,60,95
3473,75,65
3474,89,62
3475,44,51
3476,49,93
3477,79,53
3478,74,99
3479,83,45
3480,67,64
3481,83,78
3482,92,44
3483,42,50
3484,63,67
3485,96,93
3486,60,93
3487,85,91
3488,94,77
3489,63,63
3490,67,40
3491,52,44
3492,66,49
3493,94,45
3494,74,79
3495,52,82
3496,80,70
3497,68,70
3498,43,72
3499,42,71
3500,99,99
3501,57,56
3502,42,50
3503,54,44
3504,49,80
3505,79,46
3506,87,51
3507,92,85
3508,47,40
3509,60,73
3510,70,80
3511,53,64
3512,82,88
3513,83,98
3514,75,90
3515,93,92
3516,56,60
3517,48,58
3518,76,80
3519,97,60
3520,56,93
3521,76,49
3522,97,74
3523,76,74
3524,84,45
3525,100,58
3526,50,63
3527,66,68
3528,78,88
3529,76,52
3530,65,89
3531,67,96
3532,47,74
3533,84,53
3534,51,72
3535,69,76
3536,84,47
3537,96,87
3538,72,58
3539,74,46
3540,60,54
3541,64,53
3542,56,99
3543,60,73
3544,68,70
3545,56,83
3546,46,94
3547,94,100
3548,50,69
3549,94,81
3550,95,65
3551,65,83
3552,92,58
3553,45,54
3554,67,42
3555,97,59
3556,89,67
3557,45,44
3558,74,62
3559,64,94
3560,96,49
3561,62,74
3562,90,55
3563,71,78
3564,69,80
3565,56,84
3566,85,64
3567,52,84
3568,77,95
3569,79,88
3570,81,72
3571,40,89
3572,52,65
3573,52,49
3574,80,75
3575,89,68
3576,100,100
3577,79,91
3578,71,52
3579,49,97
3580,86,81
3581,48,54
3582,68,47
3583,40,96
3584,72,74
3585,53,78
3586,50,61
3587,69,61
3588,85,40
3589,54,86
3590,85,76
3591,88,67
3592,95,72
3593,41,66
3594,99,53
3595,87,52
3596,79,89
3597,84,58
3598,100,99
3599,97,88
3600,55,66
3601,82,56
3602,96,86
3603,89,91
3604,94,88
3605,68,67
3606,77,93
3607,92,72
3608,84,64
3609,50,94
3610,60,62
3611,61,69
3612,89,81
3613,76,84
3614,94,89
3615,45,73
3616,87,44
3617,84,50
3618,76,61
3619,55,77
3620,68,66
3621,50,50
3622,70,60
3623,63,74
3624,77,93
3625,92,57
3626,53,94
3627,70,65
3628,46,67
3629,67,90
3630,78,66
3631,92,77
3632,57,92
3633,57,85
3634,60,42
3635,63,97
3636,99,69
3637,68,53
3638,74,54
3639,83,47
3640,65,78
3641,57,96
3642,54,45
3643,51,51
3644,88,88
3645,60,41
3646,44,99
3647,62,40
3648,68,87
3649,43,62
3650,93,54
3651,85,75
3652,90,87
3653,85,80
3654,51,93
3655,98,49
3656,93,87
3657,83,84
3658,69,86
3659,73,98
3660,63,71
3661,54,49
3662,52,41
3663,87,93
3664,90,88
3665,70,74
3666,65,46
3667,69,75
3668,97,44
3669,58,92
3670,88,70
3671,91,75
3672,80,88
3673,40,59
3674,43,83
3675,78,90
3676,52,97
3677,77,83
3678,75,99
3679,92,51
3680,52,97
3681,47,79
3682,98,61
3683,47,81
3684,75,45
3685,52,48
3686,74,73
3687,79,85
3688,52,42
3689,51,88
3690,41,89
3691,62,72
3692,50,55
3693,57,45
3694,80,89
3695,44,92
3696,72,72
3697,65,84
3698,55,48
3699,40,63
3700,71,90
3701,43,77
3702,52,80
3703,71,63
3704,57,100
3705,53,62
3706,84,43
3707,97,75
3708,80,46
3709,67,75
3710,61,70
3711,48,49
3712,85,80
3713,61,98
3714,99,56
3715,53,99
3716,84,91
3717,58,84
3718,85,94
3719,61,61
3720,72,46
3721,97,50
3722,90,70
3723,68,69
3724,66,53
3725,84,56
3726,66,89
3727,61,43
3728,92,96
3729,78,71
3730,91,94
3731,56,50
3732,83,47
3733,92,49
3734,44,49
3735,78,68
3736,76,81
3737,42,87
3738,45,52
3739,93,93
3740,86,43
3741,79,81
3742,55,58
3743,58,49
3744,62,92
3745,79,97
3746,92,51
3747,41,66
3748,84,48
3749,62,53
3750,62,66
3751,74,52
3752,65,93
3753,47,66
3754,58,95
3755,83,42
3756,95,75
3757,45,44
3758,53,48
3759,41,88
3760,46,83
3761,69,87
3762,78,100
3763,67,64
3764,87,92
3765,53,85
3766,78,44
3767,93,96
3768,100,79
3769,78,92
3770,93,68
3771,60,97
3772,56,65
3773,94,76
3774,43,70
3775,87,80
3776,57,91
3777,82,52
3778,45,70
3779,77,66
3780,53,45
3781,75,58
3782,99,81
3783,42,92
3784,89,51
3785,67,56
3786,98,42
3787,74,74
3788,89,57
3789,69,83
3790,51,61
3791,74,87
3792,82,58
3793,86,83
3794,65,95
3795,73,67
3796,49,97
3797,96,100
3798,42,98
3799,43,83
3800,59,62
3801,88,58
3802,49,50
3803,41,72
3804,44,60
3805,95,67
3806,97,95
3807,85,65
3808,46,78
3809,89,60
3810,43,64
3811,52,44
3812,94,90
3813,77,44
3814,65,63
3815,77,93
3816,86,55
3817,57,50
3818,95,74
3819,100,74
3820,53,88
3821,45,98
3822,61,86
3823,58,65
3824,52,72
3825,98,70
3826,45,97
3827,70,51
3828,94,68
3829,75,47
3830,61,91
3831,61,85
3832,57,71
3833,83,86
3834,78,84
3835,68,59
3836,57,75
3837,58,86
3838,69,44
3839,96,44
3840,79,68
3841,59,52
3842,55,95
3843,78,64
3844,75,93
3845,73,46
3846,61,99
3847,45,98
3848,61,67
3849,60,98
3850,93,68
3851,63,94
3852,77,98
3853,46,64
3854,76,77
3855,64,51
3856,67,80
3857,40,70
3858,49,83
3859,88,60
3860,74,85
3861,79,72
3862,50,78
3863,53,94
3864,88,94
3865,44,60
3866,62,46
3867,98,83
3868,59,63
3869,61,46
3870,94,88
3871,65,42
3872,65,86
3873,82,91
3874,80,98
3875,72,81
3876,70,83
3877,93,60
3878,67,85
3879,85,58
3880,93,75
3881,76,68
3882,77,92
3883,45,64
3884,46,46
3885,46,95
3886,57,55
3887,51,64
3888,65,52
3889,78,69
3890,72,62
3891,72,57
3892,79,78
3893,58,50
3894,88,86
3895,95,60
3896,90,56
3897,72,87
3898,68,90
3899,66,79
3900,75,94
3901,81,72
3902,68,74
3903,71,84
3904,66,93
3905,83,95
3906,62,53
3907,79,64
3908,54,59
3909,85,48
3910,70,75
3911,54,56
3912,43,94
3913,100,68
3914,72,92
3915,87,81
3916,55,57
3917,58,80
3918,67,86
3919,45,82
3920,82,99
3921,72,93
3922,69,60
3923,63,43
3924,92,74
3925,45,59
3926,93,44
3927,46,56
3928,90,66
3929,93,53
3930,64,89
3931,85,55
3932,76,90
3933,97,69
3934,94,43
3935,40,95
3936,84,82
3937,83,60
3938,97,81
3939,66,58
3940,48,65
3941,86,51
3942,91,86
3943,45,94
3944,82,77
3945,69,58
3946,58,84
3947,90,69
3948,100,78
3949,71,59
3950,66,59
3951,67,68
3952,82,77
3953,88,93
3954,86,46
3955,85,65
3956,48,60
3957,40,63
3958,65,72
3959,52,100
3960,50,83
3961,51,46
3962,77,44
3963,40,46
3964,50,56
3965,98,63
3966,91,75
3967,45,58
3968,83,89
3969,94,57
3970,54,59
3971,62,65
3972,90,84
3973,84,54
3974,58,92
3975,43,58
3976,57,95
3977,83,74
3978,47,74
3979,61,69
3980,41,73
3981,93,67
3982,69,42
3983,60,96
3984,88,49
3985,98,83
3986,78,48
3987,91,76
3988,69,89
3989,84,73
3990,72,95
3991,46,67
3992,86,79
3993,59,76
3994,76,96
3995,75,48
3996,47,63
3997,40,96
3998,47,64
3999,95,74
4000,91,78
4001,84,81
4002,61,58
4003,54,83
4004,73,84
4005,63,60
4006,87,51
4007,47,45
4008,41,46
4009,76,58
4010,47,52
4011,56,50
4012,61,96
4013,52,83
4014,60,89
4015,54,72
4016,81,83
4017,69,90
4018,68,98
4019,69,91
4020,44,90
4021,78,40
4022,98,73
4023,44,45
4024,54,80
4025,92,67
4026,92,73
4027,66,79
4028,73,81
4029,59,87
4030,45,68
4031,53,53
4032,63,47
4033,95,85
4034,65,40
4035,71,46
4036,95,62
4037,43,90
4038,47,41
4039,66,55
4040,92,50
4041,55,100
4042,77,55
4043,97,67
4044,79,83
4045,75,58
4046,69,64
4047,57,41
4048,70,70
4049,91,74
4050,100,60
4051,44,61
4052,47,51
4053,71,53
4054,89,60
4055,53,73
4056,67,90
4057,77,75
4058,60,66
4059,52,52
4060,64,68
4061,49,42
4062,56,90
4063,76,82
4064,78,55
4065,62,61
4066,47,54
4067,66,77
4068,53,66
4069,49,81
4070,82,46
4071,58,81
4072,85,65
4073,40,66
4074,58,95
4075,79,92
4076,53,62
4077,46,86
4078,48,73
4079,88,40
4080,59,49
4081,77,93
4082,52,92
4083,65,68
4084,52,95
4085,75,63
4086,48,81
4087,67,75
4088,40,92
4089,56,76
4090,70,58
4091,55,99
4092,57,48
4093,60,66
4094,53,82
4095,66,61
4096,81,40
4097,47,68
4098,89,47
4099,53,99
4100,47,70
4101,65,91
4102,89,67
4103,48,78
4104,48,84
4105,44,88
4106,70,98
4107,70,63
4108,73,78
4109,66,93
4110,68,49
4111,64,54
4112,88,42
4113,48,72
4114,82,85
4115,80,56
4116,77,61
4117,76,46
4118,79,72
4119,41,52
4120,97,90
4121,52,48
4122,82,71
4123,66,80
4124,60,65
4125,86,72
4126,84,52
4127,95,97
4128,51,96
4129,67,93
4130,79,54
4131,78,46
4132,80,74
4133,51,79
4134,46,41
4135,68,95
4136,65,100
4137,86,49
